input,domain,instagram,is_shopify,store_name,product_count,founder_name,email,about_url,is_us,us_reason,solo_score,solo_reason,score,status,checked_at,phone,linkedin,facebook,tiktok,contact_form_url,contact_url,compliment,source
"thendwildflower.com","thendwildflower.com","https://www.instagram.com/junkinwildflower?igsh=YmpicmEzeGI2ZjE5",1,"WildflowersND",1,"","wildflowersnd@gmail.com","",1,"meta currency USD (+20)",10,"singular ratio 0.05 too low (+0); maker words ×2 (+10)",56,"done","2026-06-11T19:29:25.923Z","","","https://www.facebook.com/junkinwildflower","","https://thendwildflower.com/","https://thendwildflower.com/pages/contact","WildflowersND has a great focused product range that feels very intentional.",""
"thecraftedmakerie.com","thecraftedmakerie.com","https://www.instagram.com/thecraftedmakerie",1,"The Crafted Makerie",197,"The Crafted","hello@thecraftedmakerie.com.....Privacy","",1,"meta currency USD (+20)",15,"singular ratio 0.29 too low (+0); maker words ×1 (+5); single founder named, no co-founder (+10)",53,"done","2026-06-11T19:41:12.293Z","+18332636865","","https://www.facebook.com/thecraftedmakerie","","https://thecraftedmakerie.com/","https://thecraftedmakerie.com/pages/contact","The founder story on your about page is genuinely refreshing — making each piece yourself is rare.",""
"thefloramodiste.com","thefloramodiste.com","https://www.instagram.com/thefloramodiste/",1,"The Flora Modiste",6,"","","",1,"meta currency USD (+20)",15,"singular ratio 0.55 0.4–0.6 (+10); maker words ×1 (+5)",53,"done","2026-06-11T19:41:14.239Z","","","https://www.facebook.com/thefloramodiste","","https://thefloramodiste.com/","https://thefloramodiste.com/pages/contact","The Flora Modiste has a great focused product range that feels very intentional.",""
"urbansouthern.com","urbansouthern.com","https://www.instagram.com/urbansouthern/",1,"Urban Southern",78,"contact email","info@urbansouthern.com","https://urbansouthern.com/pages/about-us",1,"meta currency USD (+20); US address format (+10); US phone format (+8)",10,"singular ratio 0.06 too low (+0); maker words ×2 (+10); single founder named, no co-founder (+10); team page found (-10)",51,"done","2026-06-11T19:41:16.055Z","","","https://www.facebook.com/urbansouthern","","https://urbansouthern.com/","https://urbansouthern.com/pages/contact-us","Your handmade approach to making products really stands out — that kind of care is rare to see.",""
"openstudiosewing.com","openstudiosewing.com","https://www.instagram.com/open.studio.sewing/",1,"Open Studio Sewing",250,"of Open","hi@openstudiosewing.com","",1,"meta currency USD (+20)",10,"singular ratio 0.04 too low (+0); single founder named, no co-founder (+10)",48,"done","2026-06-11T19:29:22.013Z","","","https://www.facebook.com/profile.php?id=100095587775418","","https://openstudiosewing.com/","https://openstudiosewing.com/pages/about","The founder story on your about page is genuinely refreshing — making each piece yourself is rare.",""
"williska.com","williska.com","https://www.instagram.com/williska.usa/",1,"WillisKa USA",65,"","williska.usa@gmail.com","",1,"meta currency USD (+20)",5,"singular ratio 0.27 too low (+0); maker words ×1 (+5)",46,"done","2026-06-11T19:29:21.331Z","","","https://www.facebook.com/williska.usa/","","https://williska.com/","","WillisKa USA has a great focused product range that feels very intentional.",""
"kristacoons.com","kristacoons.com","https://www.instagram.com/hername_ismud",1,"Krista Coons Studio",250,"of Krista","","",1,"meta currency USD (+20)",15,"singular ratio 0.19 too low (+0); maker words ×1 (+5); single founder named, no co-founder (+10)",45,"done","2026-06-11T19:41:07.727Z","","","https://www.facebook.com/settings/?tab=ads","","https://www.kristacoons.com/","https://www.kristacoons.com/pages/contact","The founder story on your about page is genuinely refreshing — making each piece yourself is rare.",""
"huntermoonhomestead.com","huntermoonhomestead.com","https://www.instagram.com/huntermoon.homestead/",1,"Hunter Moon Homestead",150,"","hello@huntermoonhomestead.com","https://huntermoonhomestead.com/pages/about",1,"meta currency USD (+20)",5,"singular ratio 0.17 too low (+0); maker words ×1 (+5)",43,"done","2026-06-11T19:41:05.182Z","","","https://www.facebook.com/huntermoonhomestead","","https://huntermoonhomestead.com/","https://huntermoonhomestead.com/pages/contact","Your handmade approach to making products really stands out — that kind of care is rare to see.",""
"alexandrefamilyfarm.com","alexandrefamilyfarm.com","https://www.instagram.com/alexandrefamilyfarm/",1,"Alexandre Family Farm, LLC",47,"","farmlife@alexandrefamilyfarm.com","https://alexandrefamilyfarm.com/pages/our-story",1,"meta currency USD (+20)",0,"singular ratio 0.08 too low (+0)",41,"done","2026-06-11T19:41:11.927Z","","https://www.linkedin.com/company/alexandre-family-farm","https://www.facebook.com/alexandrefamilyfarm/","","https://alexandrefamilyfarm.com/","https://alexandrefamilyfarm.com/pages/contact","Alexandre Family Farm, LLC has a great focused product range that feels very intentional.",""
"regaliahandmadeclothing.com","regaliahandmadeclothing.com","https://www.instagram.com/regalia_handmade_clothing/",1,"Regalia Handmade Clothing",70,"","","",1,"meta currency USD (+20); US phone format (+8)",5,"singular ratio 0.22 too low (+0); maker words ×1 (+5)",38,"done","2026-06-11T19:29:21.020Z","+14792532202","","http://www.facebook.com/regaliahandmade","","https://regaliahandmadeclothing.com/","","Regalia Handmade Clothing has a great focused product range that feels very intentional.",""
"rainvas.com","rainvas.com","https://www.instagram.com/rainvasgifts/?hl=en",1,"Rainvas",135,"the sole","info.rainvas@gmail.com","https://rainvas.com/pages/about-us-rainvas",0,"page USD only (+10)",24,"singular ratio 0.10 too low (+0); maker words ×5 (+14); single founder named, no co-founder (+10)",38,"done","2026-06-11T19:41:05.873Z","+19219088274","","https://www.facebook.com/profile.php?id=100083317606115","","https://rainvas.com/","https://rainvas.com/pages/contact-rainvas","Rainvas has a great focused product range that feels very intentional.",""
"penelopehandmade.com","penelopehandmade.com","https://www.instagram.com/penelopehandmade/",1,"Penelope Handmade Shop",185,"","","",1,"meta currency USD (+20)",5,"too few pronouns to score ratio; maker words ×1 (+5)",35,"done","2026-06-11T19:33:17.776Z","","","","","https://www.penelopehandmade.com/","https://www.penelopehandmade.com/pages/contact","Your handmade approach to making products really stands out — that kind of care is rare to see.",""
"tasveerfashion.com","tasveerfashion.com","https://www.instagram.com/tasveer_fashion?igsh=dmtrOXlzNHFsOGl6",1,"Tasveer Fashion",45,"","tasveerbusinessinfo@gmail.com","https://tasveerfashion.com/pages/about-us",0,"page USD only (+10)",10,"singular ratio 0.00 too low (+0); maker words ×2 (+10)",27,"done","2026-06-12T14:25:58.203Z","","","https://www.facebook.com/share/1AoZrw9P4P/","","https://tasveerfashion.com/","","Tasveer Fashion has a great focused product range that feels very intentional.",""
"maaesaclothing.com","maaesaclothing.com","https://www.instagram.com/maaesaclothing/?hl=en",1,"Maaesa Clothing",250,"","akash@maaesaclothing.com","https://www.maaesaclothing.com/pages/about",0,"page USD only (+10)",10,"singular ratio 0.38 too low (+0); maker words ×2 (+10)",24,"done","2026-06-11T19:31:51.145Z","+16350033577","","https://www.facebook.com/Maaesaclothing/","","https://www.maaesaclothing.com/","https://www.maaesaclothing.com/pages/contact","Your handcrafted approach to making products really stands out — that kind of care is rare to see.",""
"aurorasdestination.com","aurorasdestination.com","https://www.instagram.com/aurorasdestination/",1,"Auroras Destination",100,"","aurorasdestination@gmail.com","",0,"meta currency GBP (-15)",14,"singular ratio 0.12 too low (+0); maker words ×3 (+14)",16,"done","2026-06-11T19:29:42.518Z","","","https://www.facebook.com/AurorasDestination/","https://www.tiktok.com/@aurorasdestination","https://aurorasdestination.com/","https://aurorasdestination.com/pages/contact","Auroras Destination has a great focused product range that feels very intentional.",""
"larimeloom.com","larimeloom.com","https://www.instagram.com/larimeloom_clothing/",1,"Larimeloom",68,"","lucia.squillari@gmail.com","",0,"meta currency EUR (-15)",14,"singular ratio 0.24 too low (+0); maker words ×4 (+14)",16,"done","2026-06-11T19:41:08.940Z","","","https://www.facebook.com/Larimeloom/","","https://larimeloom.com/","","Larimeloom has a great focused product range that feels very intentional.",""
"petevesela.com","petevesela.com","",1,"PETEVESELA",76,"","","",0,"no US signals",0,"too few pronouns to score ratio",3,"done","2026-06-11T19:34:14.281Z","","","","","","","PETEVESELA has a great focused product range that feels very intentional.",""
"sundayandsea.com","sundayandsea.com","","","","","","","","","","","","","not_shopify","2026-06-11T18:58:42.445Z","","","","","","","",""
"cwtsh-cloth.myshopify.com","cwtsh-cloth.myshopify.com","","","","","","","","","","","","","not_shopify","2026-06-11T18:58:43.099Z","","","","","","","",""
"bylivhandmade.com","bylivhandmade.com","","","","","","","","","","","","","not_shopify","2026-06-11T18:58:42.450Z","","","","","","","",""
"thefreckledface.com","thefreckledface.com","","","","","","","","","","","","","not_shopify","2026-06-11T18:58:42.451Z","","","","","","","",""
"clothesandroads.com","clothesandroads.com","","","","","","","","","","","","","not_shopify","2026-06-11T18:58:56.783Z","","","","","","","",""
"swayedstature.com","swayedstature.com","","","","","","","","","","","","","not_shopify","2026-06-11T18:58:57.394Z","","","","","","","",""
"rachele-handmade-kidswear.myshopify.com","rachele-handmade-kidswear.myshopify.com","","","","","","","","","","","","","not_shopify","2026-06-11T18:58:59.377Z","","","","","","","",""
"rompandroamclothing.com","rompandroamclothing.com","","","","","","","","","","","","","not_shopify","2026-06-11T18:59:11.115Z","","","","","","","",""
"dhuratadavies.com","dhuratadavies.com","","","","","","","","","","","","","not_shopify","2026-06-11T18:59:16.214Z","","","","","","","",""
"wintergreennorthernwear.com","wintergreennorthernwear.com","","","","","","","","","","","","","not_shopify","2026-06-11T18:59:29.004Z","","","","","","","",""
